Study area,Region,Area,Point transect,Distance,Observer,MAS,HAS
Kana,Apr-93,0,24,48,TJS,167,3
Kana,Apr-93,0,24,32,TJS,167,3
Kana,Apr-93,0,24,11,TJS,167,3
Kana,Apr-93,0,24,52,TJS,167,3
Kana,Apr-93,0,24,8,TJS,167,3
Kana,Apr-93,0,25,38,TJS,236,4
Kana,Apr-93,0,25,85,TJS,236,4
Kana,Apr-93,0,25,24,TJS,236,4
Kana,Apr-93,0,25,90,TJS,236,4
Kana,Apr-93,0,25,32,TJS,236,4
Kana,Apr-93,0,26,46,TJS,223,4
Kana,Apr-93,0,26,52,TJS,223,4
Kana,Apr-93,0,26,68,TJS,223,4
Kana,Apr-93,0,26,26,TJS,223,4
Kana,Apr-93,0,27,26,TJS,210,4
Kana,Apr-93,0,27,48,TJS,210,4
Kana,Apr-93,0,27,75,TJS,210,4
Kana,Apr-93,0,27,62,TJS,210,4
Kana,Apr-93,0,27,26,TJS,210,4
Kana,Apr-93,0,27,70,TJS,210,4
Kana,Apr-93,0,27,14,TJS,210,4
Kana,Apr-93,0,27,17,TJS,210,4
Kana,Apr-93,0,28,10,TJS,197,3
Kana,Apr-93,0,28,26,TJS,197,3
Kana,Apr-93,0,28,35,TJS,197,3
Kana,Apr-93,0,28,16,TJS,197,3
Kana,Apr-93,0,28,42,TJS,197,3
Kana,Apr-93,0,28,90,TJS,197,3
Kana,Apr-93,0,28,65,TJS,197,3
Kana,Apr-93,0,29,49,TJS,182,3
Kana,Apr-93,0,29,42,TJS,182,3
Kana,Apr-93,0,29,36,TJS,182,3
Kana,Apr-93,0,29,85,TJS,182,3
Kana,Apr-93,0,29,75,TJS,182,3
Kana,Apr-93,0,29,49,TJS,182,3
Kana,Apr-93,0,30,26,TJS,171,3
Kana,Apr-93,0,30,35,TJS,171,3
Kana,Apr-93,0,30,44,TJS,171,3
Kana,Apr-93,0,30,27,TJS,171,3
Kana,Apr-93,0,30,42,TJS,171,3
Kana,Apr-93,0,30,39,TJS,171,3
Kana,Apr-93,0,30,51,TJS,171,3
Kana,Apr-93,0,30,67,TJS,171,3
Kana,Apr-93,0,31,26,TJS,160,3
Kana,Apr-93,0,31,39,TJS,160,3
Kana,Apr-93,0,31,21,TJS,160,3
Kana,Apr-93,0,31,52,TJS,160,3
Kana,Apr-93,0,31,87,TJS,160,3
Kana,Apr-93,0,31,75,TJS,160,3
Kana,Apr-93,0,32,27,TJS,145,2
Kana,Apr-93,0,32,28,TJS,145,2
Kana,Apr-93,0,32,65,TJS,145,2
Kana,Apr-93,0,32,17,TJS,145,2
Kana,Apr-93,0,32,85,TJS,145,2
Kana,Apr-93,0,32,21,TJS,145,2
Kana,Apr-93,0,32,28,TJS,145,2
Kana,Apr-93,0,33,29,TJS,134,2
Kana,Apr-93,0,33,38,TJS,134,2
Kana,Apr-93,0,33,47,TJS,134,2
Kana,Apr-93,0,33,52,TJS,134,2
Kana,Apr-93,0,33,62,TJS,134,2
Kana,Apr-93,0,33,41,TJS,134,2
Kana,Apr-93,0,34,38,TJS,123,2
Kana,Apr-93,0,34,19,TJS,123,2
Kana,Apr-93,0,34,68,TJS,123,2
Kana,Apr-93,0,34,21,TJS,123,2
Kana,Apr-93,0,34,26,TJS,123,2
Kana,Apr-93,0,34,30,TJS,123,2
Kana,Apr-93,0,34,110,TJS,123,2
Kana,Apr-93,0,34,76,TJS,123,2
Kana,Apr-93,0,34,47,TJS,123,2
Kana,Apr-93,0,34,52,TJS,123,2
Kana,Apr-93,0,35,32,TJS,112,2
Kana,Apr-93,0,35,21,TJS,112,2
Kana,Apr-93,0,35,47,TJS,112,2
Kana,Apr-93,0,35,3,TJS,112,2
Kana,Apr-93,0,35,2,TJS,112,2
Kana,Apr-93,0,35,2,TJS,112,2
Kana,Apr-93,0,35,17,TJS,112,2
Kana,Apr-93,0,35,72,TJS,112,2
Kana,Apr-93,0,35,78,TJS,112,2
Kana,Apr-93,0,35,40,TJS,112,2
Kana,Apr-93,0,36,55,TJS,46,1
Kana,Apr-93,0,36,70,TJS,46,1
Kana,Apr-93,0,36,75,TJS,46,1
Kana,Apr-93,0,36,72,TJS,46,1
Kana,Apr-93,0,36,4,TJS,46,1
Kana,Apr-93,0,36,12,TJS,46,1
Kana,Apr-93,0,36,50,TJS,46,1
Kana,Apr-93,0,36,58,TJS,46,1
Kana,Apr-93,0,37,45,TJS,58,1
Kana,Apr-93,0,37,16,TJS,58,1
Kana,Apr-93,0,37,36,TJS,58,1
Kana,Apr-93,0,37,42,TJS,58,1
Kana,Apr-93,0,37,75,TJS,58,1
Kana,Apr-93,0,37,70,TJS,58,1
Kana,Apr-93,0,37,110,TJS,58,1
Kana,Apr-93,0,37,51,TJS,58,1
Kana,Apr-93,0,37,8,TJS,58,1
Kana,Apr-93,0,38,65,TJS,68,1
Kana,Apr-93,0,38,36,TJS,68,1
Kana,Apr-93,0,38,45,TJS,68,1
Kana,Apr-93,0,38,26,TJS,68,1
Kana,Apr-93,0,38,79,TJS,68,1
Kana,Apr-93,0,38,40,TJS,68,1
Kana,Apr-93,0,38,36,TJS,68,1
Kana,Apr-93,0,39,36,TJS,78,1
Kana,Apr-93,0,39,27,TJS,78,1
Kana,Apr-93,0,39,68,TJS,78,1
Kana,Apr-93,0,39,105,TJS,78,1
Kana,Apr-93,0,39,42,TJS,78,1
Kana,Apr-93,0,39,48,TJS,78,1
Kana,Apr-93,0,40,28,TJS,89,1
Kana,Apr-93,0,40,36,TJS,89,1
Kana,Apr-93,0,40,23,TJS,89,1
Kana,Apr-93,0,40,21,TJS,89,1
Kana,Apr-93,0,40,90,TJS,89,1
Kana,Apr-93,0,40,54,TJS,89,1
Kana,Apr-93,0,41,36,TJS,100,2
Kana,Apr-93,0,41,6,TJS,100,2
Kana,Apr-93,0,41,44,TJS,100,2
Kana,Apr-93,0,41,47,TJS,100,2
Kana,Apr-93,0,41,48,TJS,100,2
Kana,Jul-93,0,1,30,TJS,171,3
Kana,Jul-93,0,1,80,TJS,171,3
Kana,Jul-93,0,1,70,TJS,171,3
Kana,Jul-93,0,1,80,TJS,171,3
Kana,Jul-93,0,1,28,TJS,171,3
Kana,Jul-93,0,1,32,TJS,171,3
Kana,Jul-93,0,1,60,TJS,171,3
Kana,Jul-93,0,1,12,TJS,171,3
Kana,Jul-93,0,2,32,TJS,182,3
Kana,Jul-93,0,2,85,TJS,182,3
Kana,Jul-93,0,2,23,TJS,182,3
Kana,Jul-93,0,2,75,TJS,182,3
Kana,Jul-93,0,2,80,TJS,182,3
Kana,Jul-93,0,2,42,TJS,182,3
Kana,Jul-93,0,3,48,TJS,192,3
Kana,Jul-93,0,3,60,TJS,192,3
Kana,Jul-93,0,3,85,TJS,192,3
Kana,Jul-93,0,3,100,TJS,192,3
Kana,Jul-93,0,4,25,TJS,203,3
Kana,Jul-93,0,4,14,TJS,203,3
Kana,Jul-93,0,4,17,TJS,203,3
Kana,Jul-93,0,4,28,TJS,203,3
Kana,Jul-93,0,5,40,TJS,214,4
Kana,Jul-93,0,5,90,TJS,214,4
Kana,Jul-93,0,5,28,TJS,214,4
Kana,Jul-93,0,5,24,TJS,214,4
Kana,Jul-93,0,5,62,TJS,214,4
Kana,Jul-93,0,5,60,TJS,214,4
Kana,Jul-93,0,6,32,TJS,225,4
Kana,Jul-93,0,6,70,TJS,225,4
Kana,Jul-93,0,6,36,TJS,225,4
Kana,Jul-93,0,6,38,TJS,225,4
Kana,Jul-93,0,6,45,TJS,225,4
Kana,Jul-93,0,6,40,TJS,225,4
Kana,Jul-93,0,7,90,TJS,237,4
Kana,Jul-93,0,7,65,TJS,237,4
Kana,Jul-93,0,7,36,TJS,237,4
Kana,Jul-93,0,7,60,TJS,237,4
Kana,Jul-93,0,7,45,TJS,237,4
Kana,Jul-93,0,7,75,TJS,237,4
Kana,Jul-93,0,7,28,TJS,237,4
Kana,Jul-93,0,7,85,TJS,237,4
Kana,Jul-93,0,8,48,TJS,247,4
Kana,Jul-93,0,8,48,TJS,247,4
Kana,Jul-93,0,8,65,TJS,247,4
Kana,Jul-93,0,8,80,TJS,247,4
Kana,Jul-93,0,8,70,TJS,247,4
Kana,Jul-93,0,8,45,TJS,247,4
Kana,Jul-93,0,8,28,TJS,247,4
Kana,Jul-93,0,8,26,TJS,247,4
Kana,Jul-93,0,9,26,TJS,257,4
Kana,Jul-93,0,9,38,TJS,257,4
Kana,Jul-93,0,9,75,TJS,257,4
Kana,Jul-93,0,9,80,TJS,257,4
Kana,Jul-93,0,9,90,TJS,257,4
Kana,Jul-93,0,9,42,TJS,257,4
Kana,Jul-93,0,9,70,TJS,257,4
Kana,Jul-93,0,10,45,TJS,268,4
Kana,Jul-93,0,10,40,TJS,268,4
Kana,Jul-93,0,10,60,TJS,268,4
Kana,Jul-93,0,10,32,TJS,268,4
Kana,Jul-93,0,10,12,TJS,268,4
Kana,Jul-93,0,10,38,TJS,268,4
Kana,Jul-93,0,11,42,TJS,279,5
Kana,Jul-93,0,11,38,TJS,279,5
Kana,Jul-93,0,11,80,TJS,279,5
Kana,Jul-93,0,11,65,TJS,279,5
Kana,Jul-93,0,11,45,TJS,279,5
Kana,Jul-93,0,11,18,TJS,279,5
Kana,Jul-93,0,11,36,TJS,279,5
Kana,Jul-93,0,12,3,TJS,290,5
Kana,Jul-93,0,12,28,TJS,290,5
Kana,Jul-93,0,12,70,TJS,290,5
Kana,Jul-93,0,12,50,TJS,290,5
Kana,Jul-93,0,12,50,TJS,290,5
Kana,Jul-93,0,12,55,TJS,290,5
Kana,Jul-93,0,13,14,TJS,155,3
Kana,Jul-93,0,13,45,TJS,155,3
Kana,Jul-93,0,13,32,TJS,155,3
Kana,Jul-93,0,13,35,TJS,155,3
Kana,Jul-93,0,13,16,TJS,155,3
Kana,Jul-93,0,14,65,TJS,145,2
Kana,Jul-93,0,14,23,TJS,145,2
Kana,Jul-93,0,14,40,TJS,145,2
Kana,Jul-93,0,14,26,TJS,145,2
Kana,Jul-93,0,15,55,TJS,135,2
Kana,Jul-93,0,15,8,TJS,135,2
Kana,Jul-93,0,15,45,TJS,135,2
Kana,Jul-93,0,15,75,TJS,135,2
Kana,Jul-93,0,15,60,TJS,135,2
Kana,Jul-93,0,16,26,TJS,123,2
Kana,Jul-93,0,16,65,TJS,123,2
Kana,Jul-93,0,16,90,TJS,123,2
Kana,Jul-93,0,16,35,TJS,123,2
Kana,Jul-93,0,16,38,TJS,123,2
Kana,Jul-93,0,16,42,TJS,123,2
Kana,Jul-93,0,17,36,TJS,111,2
Kana,Jul-93,0,17,45,TJS,111,2
Kana,Jul-93,0,18,50,TJS,100,2
Kana,Jul-93,0,18,4,TJS,100,2
Kana,Jul-93,0,18,24,TJS,100,2
Kana,Jul-93,0,18,16,TJS,100,2
Kana,Jul-93,0,18,35,TJS,100,2
Kana,Jul-93,0,18,12,TJS,100,2
Kana,Jul-93,0,18,29,TJS,100,2
Kana,Jul-93,0,18,35,TJS,100,2
Kana,Jul-93,0,19,50,TJS,87,1
Kana,Jul-93,0,19,23,TJS,87,1
Kana,Jul-93,0,19,19,TJS,87,1
Kana,Jul-93,0,19,85,TJS,87,1
Kana,Jul-93,0,20,27,TJS,75,1
Kana,Jul-93,0,20,24,TJS,75,1
Kana,Jul-93,0,20,26,TJS,75,1
Kana,Jul-93,0,20,17,TJS,75,1
Kana,Jul-93,0,20,17,TJS,75,1
Kana,Jul-93,0,21,42,TJS,66,1
Kana,Jul-93,0,21,12,TJS,66,1
Kana,Jul-93,0,21,23,TJS,66,1
Kana,Jul-93,0,21,9,TJS,66,1
Kana,Jul-93,0,21,9,TJS,66,1
Kana,Jul-93,0,21,32,TJS,66,1
Kana,Jul-93,0,21,50,TJS,66,1
Kana,Jul-93,0,22,80,TJS,54,1
Kana,Jul-93,0,22,26,TJS,54,1
Kana,Jul-93,0,22,45,TJS,54,1
Kana,Jul-93,0,22,50,TJS,54,1
Kana,Jul-93,0,22,60,TJS,54,1
Kana,Jul-93,0,22,40,TJS,54,1
Kana,Jul-93,0,22,58,TJS,54,1
Kana,Jul-93,0,23,32,TJS,41,1
Kana,Jul-93,0,23,26,TJS,41,1
Kana,Jul-93,0,23,45,TJS,41,1
Kana,Jul-93,0,23,16,TJS,41,1
Kana,Jul-93,0,23,45,TJS,41,1
Kana,Jul-93,0,23,30,TJS,41,1
Kana,Jul-93,0,24,33,TJS,28,0
Kana,Jul-93,0,24,50,TJS,28,0
Kana,Jul-93,0,24,45,TJS,28,0
Kana,Jul-93,0,24,37,TJS,28,0
Kana,Jul-93,0,24,23,TJS,28,0
Kana,Jul-93,0,24,35,TJS,28,0
Kana,Jul-93,0,25,8,SGF,104,2
Kana,Jul-93,0,25,37,SGF,104,2
Kana,Jul-93,0,26,8,SGF,137,2
Kana,Jul-93,0,26,13,SGF,137,2
Kana,Jul-93,0,26,14,SGF,137,2
Kana,Jul-93,0,26,28,SGF,137,2
Kana,Jul-93,0,26,15,SGF,137,2
Kana,Jul-93,0,26,25,SGF,137,2
Kana,Jul-93,0,27,8,SGF,164,3
Kana,Jul-93,0,27,65,SGF,164,3
Kana,Jul-93,0,27,48,SGF,164,3
Kana,Jul-93,0,27,17,SGF,164,3
Kana,Jul-93,0,27,10,SGF,164,3
Kana,Jul-93,0,28,24,SGF,174,3
Kana,Jul-93,0,28,18,SGF,174,3
Kana,Jul-93,0,28,10,SGF,174,3
Kana,Jul-93,0,28,14,SGF,174,3
Kana,Jul-93,0,29,22,SGF,186,3
Kana,Jul-93,0,29,18,SGF,186,3
Kana,Jul-93,0,29,18,SGF,186,3
Kana,Jul-93,0,29,15,SGF,186,3
Kana,Jul-93,0,29,18,SGF,186,3
Kana,Jul-93,0,30,40,SGF,197,3
Kana,Jul-93,0,30,35,SGF,197,3
Kana,Jul-93,0,30,24,SGF,197,3
Kana,Jul-93,0,30,22,SGF,197,3
Kana,Jul-93,0,31,35,SGF,210,4
Kana,Jul-93,0,31,30,SGF,210,4
Kana,Jul-93,0,31,12,SGF,210,4
Kana,Jul-93,0,31,25,SGF,210,4
Kana,Jul-93,0,31,25,SGF,210,4
Kana,Jul-93,0,31,20,SGF,210,4
Kana,Jul-93,0,31,26,SGF,210,4
Kana,Jul-93,0,32,28,SGF,221,4
Kana,Jul-93,0,32,45,SGF,221,4
Kana,Jul-93,0,32,22,SGF,221,4
Kana,Jul-93,0,32,15,SGF,221,4
Kana,Jul-93,0,32,25,SGF,221,4
Kana,Jul-93,0,32,25,SGF,221,4
Kana,Jul-93,0,32,4,SGF,221,4
Kana,Jul-93,0,32,7,SGF,221,4
Kana,Jul-93,0,33,35,SGF,232,4
Kana,Jul-93,0,33,35,SGF,232,4
Kana,Jul-93,0,33,38,SGF,232,4
Kana,Jul-93,0,33,30,SGF,232,4
Kana,Jul-93,0,34,23,SGF,242,4
Kana,Jul-93,0,34,22,SGF,242,4
Kana,Jul-93,0,34,22,SGF,242,4
Kana,Jul-93,0,34,3,SGF,242,4
Kana,Jul-93,0,35,10,SGF,252,4
Kana,Jul-93,0,35,12,SGF,252,4
Kana,Jul-93,0,35,16,SGF,252,4
Kana,Jul-93,0,35,15,SGF,252,4
Kana,Jul-93,0,35,25,SGF,252,4
Kana,Jul-93,0,36,24,SGF,71,1
Kana,Jul-93,0,36,24,SGF,71,1
Kana,Jul-93,0,36,5,SGF,71,1
Kana,Jul-93,0,36,8,SGF,71,1
Kana,Jul-93,0,36,28,SGF,71,1
Kana,Jul-93,0,37,13,SGF,59,1
Kana,Jul-93,0,37,13,SGF,59,1
Kana,Jul-93,0,38,12,SGF,48,1
Kana,Jul-93,0,39,22,SGF,34,1
Kana,Jul-93,0,39,8,SGF,34,1
Kana,Jul-93,0,39,50,SGF,34,1
Kana,Jul-93,0,39,35,SGF,34,1
Kana,Jul-93,0,39,28,SGF,34,1
Kana,Jul-93,0,39,60,SGF,34,1
Kana,Jul-93,0,40,75,SGF,22,0
Kana,Jan-94,0,1,26,TJS,-8,0
Kana,Jan-94,0,1,80,TJS,-8,0
Kana,Jan-94,0,1,90,TJS,-8,0
Kana,Jan-94,0,1,75,TJS,-8,0
Kana,Jan-94,0,2,48,TJS,3,0
Kana,Jan-94,0,2,110,TJS,3,0
Kana,Jan-94,0,2,50,TJS,3,0
Kana,Jan-94,0,2,70,TJS,3,0
Kana,Jan-94,0,2,120,TJS,3,0
Kana,Jan-94,0,2,80,TJS,3,0
Kana,Jan-94,0,3,200,TJS,14,0
Kana,Jan-94,0,3,120,TJS,14,0
Kana,Jan-94,0,3,85,TJS,14,0
Kana,Jan-94,0,3,180,TJS,14,0
Kana,Jan-94,0,3,41,TJS,14,0
Kana,Jan-94,0,4,65,TJS,26,0
Kana,Jan-94,0,4,210,TJS,26,0
Kana,Jan-94,0,4,210,TJS,26,0
Kana,Jan-94,0,4,110,TJS,26,0
Kana,Jan-94,0,4,80,TJS,26,0
Kana,Jan-94,0,4,95,TJS,26,0
Kana,Jan-94,0,4,120,TJS,26,0
Kana,Jan-94,0,5,110,TJS,38,1
Kana,Jan-94,0,5,180,TJS,38,1
Kana,Jan-94,0,5,58,TJS,38,1
Kana,Jan-94,0,5,85,TJS,38,1
Kana,Jan-94,0,5,40,TJS,38,1
Kana,Jan-94,0,6,60,TJS,48,1
Kana,Jan-94,0,6,90,TJS,48,1
Kana,Jan-94,0,6,85,TJS,48,1
Kana,Jan-94,0,6,35,TJS,48,1
Kana,Jan-94,0,6,55,TJS,48,1
Kana,Jan-94,0,6,78,TJS,48,1
Kana,Jan-94,0,7,95,TJS,59,1
Kana,Jan-94,0,7,65,TJS,59,1
Kana,Jan-94,0,7,85,TJS,59,1
Kana,Jan-94,0,7,48,TJS,59,1
Kana,Jan-94,0,7,16,TJS,59,1
Kana,Jan-94,0,7,38,TJS,59,1
Kana,Jan-94,0,7,29,TJS,59,1
Kana,Jan-94,0,8,48,TJS,75,1
Kana,Jan-94,0,8,16,TJS,75,1
Kana,Jan-94,0,8,12,TJS,75,1
Kana,Jan-94,0,8,180,TJS,75,1
Kana,Jan-94,0,8,120,TJS,75,1
Kana,Jan-94,0,8,36,TJS,75,1
Kana,Jan-94,0,8,75,TJS,75,1
Kana,Jan-94,0,9,95,TJS,86,1
Kana,Jan-94,0,9,150,TJS,86,1
Kana,Jan-94,0,9,180,TJS,86,1
Kana,Jan-94,0,9,110,TJS,86,1
Kana,Jan-94,0,9,33,TJS,86,1
Kana,Jan-94,0,9,32,TJS,86,1
Kana,Jan-94,0,9,56,TJS,86,1
Kana,Jan-94,0,9,17,TJS,86,1
Kana,Jan-94,0,9,48,TJS,86,1
Kana,Jan-94,0,10,23,TJS,97,2
Kana,Jan-94,0,10,78,TJS,97,2
Kana,Jan-94,0,10,140,TJS,97,2
Kana,Jan-94,0,10,110,TJS,97,2
Kana,Jan-94,0,10,82,TJS,97,2
Kana,Jan-94,0,10,56,TJS,97,2
Kana,Jan-94,0,10,32,TJS,97,2
Kana,Jan-94,0,10,42,TJS,97,2
Kana,Jan-94,0,11,68,TJS,106,2
Kana,Jan-94,0,11,85,TJS,106,2
Kana,Jan-94,0,11,45,TJS,106,2
Kana,Jan-94,0,12,28,TJS,117,2
Kana,Jan-94,0,12,32,TJS,117,2
Kana,Jan-94,0,13,7,TJS,233,4
Kana,Jan-94,0,13,56,TJS,233,4
Kana,Jan-94,0,13,85,TJS,233,4
Kana,Jan-94,0,13,44,TJS,233,4
Kana,Jan-94,0,13,12,TJS,233,4
Kana,Jan-94,0,14,110,TJS,224,4
Kana,Jan-94,0,14,70,TJS,224,4
Kana,Jan-94,0,14,48,TJS,224,4
Kana,Jan-94,0,14,26,TJS,224,4
Kana,Jan-94,0,14,85,TJS,224,4
Kana,Jan-94,0,14,45,TJS,224,4
Kana,Jan-94,0,15,86,TJS,215,4
Kana,Jan-94,0,15,26,TJS,215,4
Kana,Jan-94,0,15,11,TJS,215,4
Kana,Jan-94,0,15,95,TJS,215,4
Kana,Jan-94,0,15,38,TJS,215,4
Kana,Jan-94,0,15,68,TJS,215,4
Kana,Jan-94,0,15,44,TJS,215,4
Kana,Jan-94,0,16,110,TJS,206,3
Kana,Jan-94,0,16,90,TJS,206,3
Kana,Jan-94,0,17,40,TJS,197,3
Kana,Jan-94,0,17,58,TJS,197,3
Kana,Jan-94,0,17,34,TJS,197,3
Kana,Jan-94,0,17,48,TJS,197,3
Kana,Jan-94,0,17,100,TJS,197,3
Kana,Jan-94,0,18,48,TJS,188,3
Kana,Jan-94,0,18,23,TJS,188,3
Kana,Jan-94,0,18,24,TJS,188,3
Kana,Jan-94,0,18,90,TJS,188,3
Kana,Jan-94,0,18,68,TJS,188,3
Kana,Jan-94,0,18,75,TJS,188,3
Kana,Jan-94,0,18,110,TJS,188,3
Kana,Jan-94,0,18,85,TJS,188,3
Kana,Jan-94,0,19,27,TJS,179,3
Kana,Jan-94,0,19,48,TJS,179,3
Kana,Jan-94,0,19,56,TJS,179,3
Kana,Jan-94,0,19,95,TJS,179,3
Kana,Jan-94,0,19,85,TJS,179,3
Kana,Jan-94,0,19,24,TJS,179,3
Kana,Jan-94,0,20,65,TJS,168,3
Kana,Jan-94,0,20,85,TJS,168,3
Kana,Jan-94,0,20,110,TJS,168,3
Kana,Jan-94,0,20,23,TJS,168,3
Kana,Jan-94,0,20,24,TJS,168,3
Kana,Jan-94,0,21,110,TJS,158,3
Kana,Jan-94,0,21,85,TJS,158,3
Kana,Jan-94,0,21,36,TJS,158,3
Kana,Jan-94,0,21,9,TJS,158,3
Kana,Jan-94,0,21,38,TJS,158,3
Kana,Jan-94,0,21,65,TJS,158,3
Kana,Jan-94,0,21,22,TJS,158,3
Kana,Jan-94,0,22,120,TJS,147,2
Kana,Jan-94,0,22,43,TJS,147,2
Kana,Jan-94,0,22,95,TJS,147,2
Kana,Jan-94,0,22,28,TJS,147,2
Kana,Jan-94,0,22,68,TJS,147,2
Kana,Jan-94,0,22,42,TJS,147,2
Kana,Jan-94,0,22,26,TJS,147,2
Kana,Jan-94,0,22,13,TJS,147,2
Kana,Jan-94,0,23,56,TJS,137,2
Kana,Jan-94,0,23,75,TJS,137,2
Kana,Jan-94,0,23,62,TJS,137,2
Kana,Jan-94,0,23,46,TJS,137,2
Kana,Jan-94,0,24,23,TJS,127,2
Kana,Jan-94,0,24,17,TJS,127,2
Kana,Jan-94,0,24,62,TJS,127,2
Kana,Jan-94,0,24,75,TJS,127,2
Kana,Jan-94,0,24,90,TJS,127,2
Kana,Jan-94,0,25,42,TJS,183,3
Kana,Jan-94,0,25,46,TJS,183,3
Kana,Jan-94,0,25,2,TJS,183,3
Kana,Jan-94,0,25,22,TJS,183,3
Kana,Jan-94,0,25,38,TJS,183,3
Kana,Jan-94,0,25,110,TJS,183,3
Kana,Jan-94,0,26,24,TJS,170,3
Kana,Jan-94,0,26,31,TJS,170,3
Kana,Jan-94,0,26,68,TJS,170,3
Kana,Jan-94,0,26,52,TJS,170,3
Kana,Jan-94,0,26,90,TJS,170,3
Kana,Jan-94,0,26,100,TJS,170,3
Kana,Jan-94,0,26,85,TJS,170,3
Kana,Jan-94,0,26,26,TJS,170,3
Kana,Jan-94,0,26,45,TJS,170,3
Kana,Jan-94,0,27,38,TJS,157,3
Kana,Jan-94,0,27,95,TJS,157,3
Kana,Jan-94,0,27,85,TJS,157,3
Kana,Jan-94,0,27,56,TJS,157,3
Kana,Jan-94,0,27,42,TJS,157,3
Kana,Jan-94,0,27,68,TJS,157,3
Kana,Jan-94,0,27,75,TJS,157,3
Kana,Jan-94,0,28,8,TJS,145,2
Kana,Jan-94,0,28,70,TJS,145,2
Kana,Jan-94,0,28,19,TJS,145,2
Kana,Jan-94,0,28,22,TJS,145,2
